id_reporte,fecha_registro,hora_registro,tipo_reporte,prioridad,canal,unidad_gaula_receptora,estado_caso,fase_operativa,nombre_reportante,identificacion_reportante,telefono_reportante,ubicacion_suceso,departamento,municipio,barrio_vereda,latitud,longitud,descripcion_hechos,numero_telefonico_asociado,alias_sospechoso,medio_cuenta_pago,monto_exigido_perdida_estimada,evidencias,observaciones_operador,modalidad,posible_grupo,riesgo_victima,tiempo_transcurrido_horas,patron_detectado,score_riesgo,tendencia_inteligencia,nodo_relacionado,dato_sintetico;;;
"NEXO-147-00229,2025-01-21,22:23,Extorsión,Crítica,WhatsApp Institucional,GAULA Meta,Asignado a unidad,Análisis de inteligencia,Sebastián Acosta Rojas,DEMO-CC-94117144,3599363805,""Barrancabermeja, Norte"",Santander,Barrancabermeja,Norte,7.053312,-73.828552,""Reporte sintético de extorsión bajo modalidad paquete retenido falso en Barrancabermeja. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3551680150,Omega,Daviplata / CTA-DEMO-015,599594,Correo amenazante"; Captura WhatsApp; Mensaje SMS,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: analista.demo1.,Paquete retenido falso,Grupo oportunista ficticio,Bajo,221,pico_mensajeria_nocturna,88,Reincidencia por alias,Omega|CTA-DEMO-015|3551680150,SI;
"NEXO-147-00230,2026-06-03,20:41,Extorsión,Crítica,WhatsApp Institucional,GAULA Cundinamarca,Asignado a unidad,Análisis de inteligencia,Natalia Mejía Molina,DEMO-CC-43145891,3054796920,""Envigado, Centro"",Antioquia,Envigado,Centro,6.183536,-75.617937,""Reporte sintético de extorsión bajo modalidad extorsión digital en Envigado. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3401387609,Alias-524,Cuenta corresponsal / CTA-DEMO-017,0,Mensaje SMS,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: analista.demo2.,Extorsión digital,Grupo oportunista ficticio,Medio,159,pico_mensajeria_nocturna,89,Crecimiento semanal,Alias-524|CTA-DEMO-017|3401387609,SI";;;
"NEXO-147-00231,2025-07-30,13:44,Extorsión,Media,Línea 147,GAULA Santander,En verificación,Recepción,Juan Suárez Gómez,DEMO-CC-74727887,3042018333,""Turbaco, Terminal"",Bolívar,Turbaco,Terminal,10.318226,-75.386093,""Reporte sintético de extorsión bajo modalidad paquete retenido falso en Turbaco. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3382442374,Sombra,Nequi / CTA-DEMO-008,628609,Correo amenazante,Dato ficticio para entrenamiento. Validar patrón: pagos_billetera_digital. Operador: director.demo.,Paquete retenido falso,Grupo oportunista ficticio,Bajo,175,pagos_billetera_digital,53,Uso de cuenta repetida,Sombra|CTA-DEMO-008|3382442374,SI";;;
"NEXO-147-00232,2026-03-01,13:01,Extorsión,Alta,WhatsApp Institucional,GAULA Valle,Asignado a unidad,Coordinación operativa,Laura Suárez Molina,DEMO-CC-13286973,3887246764,""Barrancabermeja, Sur"",Santander,Barrancabermeja,Sur,7.091811,-73.866577,""Reporte sintético de extorsión bajo modalidad retención simulada en Barrancabermeja. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3965422009,Alias-102,Cuenta corresponsal / CTA-DEMO-822,37349405,Audio de llamada"; Mensaje SMS; Comprobante de pago,Dato ficticio para entrenamiento. Validar patrón: pagos_billetera_digital. Operador: director.demo.,Retención simulada,Sin determinar,Alto,156,pagos_billetera_digital,100,Uso de cuenta repetida,Alias-102|CTA-DEMO-822|3965422009,SI;
"NEXO-147-00233,2026-06-02,16:19,Extorsión,Baja,WhatsApp Institucional,GAULA Antioquia,Cerrado preventivo,Análisis de inteligencia,Camila Herrera Ramírez,DEMO-CC-41577058,3277726414,""Envigado, Plaza Principal"",Antioquia,Envigado,Plaza Principal,6.189092,-75.594003,""Reporte sintético de extorsión bajo modalidad extorsión digital en Envigado. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3785779332,El Mensajero,Cripto billetera demo / CTA-DEMO-014,351056,Comprobante de pago"; Enlace sospechoso,Dato ficticio para entrenamiento. Validar patrón: monto_bajo_repetitivo. Operador: operador.demo1.,Extorsión digital,Red digital ficticia Beta,Medio,197,monto_bajo_repetitivo,46,Crecimiento semanal,El Mensajero|CTA-DEMO-014|3785779332,SI;;
"NEXO-147-00234,2026-04-19,22:45,Amenaza,Alta,Línea 147,GAULA Antioquia,En análisis,Coordinación operativa,Andrés Moreno Acosta,DEMO-CC-22924955,3087355139,""Bogotá, Barrio El Progreso"",Bogotá D.C.,Bogotá,Barrio El Progreso,4.740373,-74.036555,""Reporte sintético de amenaza bajo modalidad retención simulada en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3601229831,R-21,Bancolombia cuenta ahorro / CTA-DEMO-019,57254258,Captura WhatsApp,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: analista.demo2.,Retención simulada,Grupo oportunista ficticio,Alto,207,pico_mensajeria_nocturna,100,Concentración geográfica,R-21|CTA-DEMO-019|3601229831,SI";;;
"NEXO-147-00235,2026-04-05,21:00,Extorsión,Media,WhatsApp Institucional,GAULA Bogotá,Asignado a unidad,Recepción,Luisa Rojas Salazar,DEMO-CC-30555824,3019939267,""Medellín, Zona Industrial"",Antioquia,Medellín,Zona Industrial,6.22621,-75.577829,""Reporte sintético de extorsión bajo modalidad extorsión digital en Medellín. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3544467183,Alias-105,Giro nacional / CTA-DEMO-574,0,Enlace sospechoso"; Número telefónico; Captura WhatsApp,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: analista.demo2.,Extorsión digital,Actor desconocido,Alto,197,pico_mensajeria_nocturna,72,Crecimiento semanal,Alias-105|CTA-DEMO-574|3544467183,SI;
"NEXO-147-00236,2026-04-23,11:59,Extorsión,Media,Línea 147,GAULA Bogotá,Cerrado preventivo,Recepción,Miguel Vargas Rojas,DEMO-CC-33299635,3087565210,""Barranquilla, Vereda La Esperanza"",Atlántico,Barranquilla,Vereda La Esperanza,10.995575,-74.774775,""Reporte sintético de extorsión bajo modalidad amenaza por mensajería en Barranquilla. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3338166528,Alias-329,Daviplata / CTA-DEMO-212,15598671,Enlace sospechoso,Dato ficticio para entrenamiento. Validar patrón: alias_reutilizado. Operador: operador.demo2.,Amenaza por mensajería,Actor desconocido,Medio,130,alias_reutilizado,64,Reincidencia por alias,Alias-329|CTA-DEMO-212|3338166528,SI";;;
"NEXO-147-00237,2026-03-16,20:20,Extorsión,Baja,WhatsApp Institucional,GAULA Santander,En análisis,Seguimiento,Diana Suárez Vargas,DEMO-CC-12966449,3082705765,""Palmira, Zona Industrial"",Valle del Cauca,Palmira,Zona Industrial,3.543632,-76.314948,""Reporte sintético de extorsión bajo modalidad extorsión digital en Palmira. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3753933384,Alias-172,Bancolombia cuenta ahorro / CTA-DEMO-833,238441,Correo amenazante"; Comprobante de pago; Mensaje SMS,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: director.demo.,Extorsión digital,Grupo oportunista ficticio,Medio,40,pico_mensajeria_nocturna,51,Crecimiento semanal,Alias-172|CTA-DEMO-833|3753933384,SI;
"NEXO-147-00238,2026-04-16,14:46,Amenaza,Crítica,Línea 147,GAULA Santander,En verificación,Coordinación operativa,Diana Cárdenas Salazar,DEMO-CC-80280637,3855433077,""Buenaventura, Norte"",Valle del Cauca,Buenaventura,Norte,3.853078,-77.066419,""Reporte sintético de amenaza bajo modalidad retención simulada en Buenaventura. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3282305265,Alias-335,Giro nacional / CTA-DEMO-013,45299603,Correo amenazante"; Número telefónico; Captura WhatsApp,Dato ficticio para entrenamiento. Validar patrón: llamadas_recurrentes. Operador: analista.demo1.,Retención simulada,Actor desconocido,Crítico,105,llamadas_recurrentes,100,Uso de cuenta repetida,Alias-335|CTA-DEMO-013|3282305265,SI;
"NEXO-147-00239,2026-03-30,23:18,Extorsión,Baja,WhatsApp Institucional,GAULA Bogotá,En verificación,Verificación inicial,Diana Molina Rojas,DEMO-CC-66616121,3397530532,""Bogotá, Centro"",Bogotá D.C.,Bogotá,Centro,4.70425,-74.0577,""Reporte sintético de extorsión bajo modalidad amenaza por mensajería en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3105811881,Alias-200,Nequi / CTA-DEMO-013,620627,Correo amenazante"; Audio de llamada; Número telefónico; Captura WhatsApp,Dato ficticio para entrenamiento. Validar patrón: zona_terminal_transporte. Operador: analista.demo1.,Amenaza por mensajería,Célula financiera ficticia,Medio,144,zona_terminal_transporte,51,Concentración geográfica,Alias-200|CTA-DEMO-013|3105811881,SI
"NEXO-147-00240,2025-06-07,22:48,Fraude con intimidación,Media,Correo Institucional,GAULA Antioquia,En análisis,Coordinación operativa,Laura Molina Suárez,DEMO-CC-58213271,3931065717,""Facatativá, Sector Comercial"",Cundinamarca,Facatativá,Sector Comercial,4.815196,-74.31685,""Reporte sintético de fraude con intimidación bajo modalidad falso servicio en Facatativá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3718790785,Delta,Daviplata / CTA-DEMO-204,7600860,Audio de llamada,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: operador.demo2.,Falso servicio,Célula financiera ficticia,Bajo,80,pico_mensajeria_nocturna,56,Concentración geográfica,Delta|CTA-DEMO-204|3718790785,SI";;;
"NEXO-147-00241,2025-07-19,01:53,Secuestro,Crítica,Presencial,GAULA Bogotá,Recibido,Seguimiento,Juan Martínez Molina,DEMO-CC-92804450,3271937459,""Bogotá, Norte"",Bogotá D.C.,Bogotá,Norte,4.721547,-74.105792,""Reporte sintético de secuestro bajo modalidad paquete retenido falso en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3382442374,Alias-113,Cripto billetera demo / CTA-DEMO-831,56005390,Captura WhatsApp"; Mensaje SMS; Número telefónico,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: operador.demo1.,Paquete retenido falso,Red local ficticia Alfa,Crítico,109,pico_mensajeria_nocturna,100,Concentración geográfica,Alias-113|CTA-DEMO-831|3382442374,SI;
"NEXO-147-00242,2026-03-17,08:21,Extorsión,Crítica,WhatsApp Institucional,GAULA Atlántico,Asignado a unidad,Cierre,Carolina Molina Gómez,DEMO-CC-69136743,3982766292,""Medellín, Barrio El Progreso"",Antioquia,Medellín,Barrio El Progreso,6.269003,-75.60742,""Reporte sintético de extorsión bajo modalidad amenaza por mensajería en Medellín. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3846273458,R-21,Cuenta corresponsal / CTA-DEMO-408,22210455,Mensaje SMS"; Comprobante de pago,Dato ficticio para entrenamiento. Validar patrón: zona_terminal_transporte. Operador: operador.demo2.,Amenaza por mensajería,Red local ficticia Alfa,Crítico,220,zona_terminal_transporte,100,Incremento en horario nocturno,R-21|CTA-DEMO-408|3846273458,SI;;
"NEXO-147-00243,2026-03-11,19:30,Falso servicio,Crítica,WhatsApp Institucional,GAULA Atlántico,Escalado operativo,Seguimiento,Carlos Molina Molina,DEMO-CC-43803871,3093805335,""Bogotá, Terminal"",Bogotá D.C.,Bogotá,Terminal,4.695733,-74.064225,""Reporte sintético de falso servicio bajo modalidad paquete retenido falso en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3862384852,R-21,Nequi / CTA-DEMO-605,71017562,Número telefónico"; Captura WhatsApp; Enlace sospechoso,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: analista.demo1.,Paquete retenido falso,Grupo oportunista ficticio,Alto,20,pico_mensajeria_nocturna,100,Concentración geográfica,R-21|CTA-DEMO-605|3862384852,SI;
"NEXO-147-00244,2025-03-17,23:52,Extorsión,Alta,Web Demo,GAULA Bogotá,Recibido,Coordinación operativa,Andrea Gómez Acosta,DEMO-CC-75390810,3176731407,""Soledad, Norte"",Atlántico,Soledad,Norte,10.940467,-74.787222,""Reporte sintético de extorsión bajo modalidad amenaza por mensajería en Soledad. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3747436684,Alias-154,Cuenta corresponsal / CTA-DEMO-164,62967888,Audio de llamada"; Mensaje SMS,Dato ficticio para entrenamiento. Validar patrón: zona_terminal_transporte. Operador: operador.demo2.,Amenaza por mensajería,Sin determinar,Alto,165,zona_terminal_transporte,100,Sin tendencia clara,Alias-154|CTA-DEMO-164|3747436684,SI;;
"NEXO-147-00245,2025-09-11,17:43,Desaparición asociada,Media,Línea 147,GAULA Santander,En análisis,Recepción,Carlos Peña Moreno,DEMO-CC-20342206,3422216961,""Tuluá, Barrio El Progreso"",Valle del Cauca,Tuluá,Barrio El Progreso,4.09328,-76.193794,""Reporte sintético de desaparición asociada bajo modalidad suplantación familiar en Tuluá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3247951124,Delta,Nequi / CTA-DEMO-847,0,Correo amenazante"; Mensaje SMS; Comprobante de pago,Dato ficticio para entrenamiento. Validar patrón: monto_bajo_repetitivo. Operador: analista.demo2.,Suplantación familiar,Red digital ficticia Beta,Alto,38,monto_bajo_repetitivo,72,Sin tendencia clara,Delta|CTA-DEMO-847|3247951124,SI;
"NEXO-147-00246,2025-12-12,06:03,Extorsión,Media,Correo Institucional,GAULA Antioquia,Recibido,Recepción,Mariana Herrera Gómez,DEMO-CC-72716069,3419060911,""Bogotá, Sur"",Bogotá D.C.,Bogotá,Sur,4.721653,-74.09997,""Reporte sintético de extorsión bajo modalidad falso servicio en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3958127507,Delta,Cripto billetera demo / CTA-DEMO-006,5522619,Audio de llamada,Dato ficticio para entrenamiento. Validar patrón: pagos_billetera_digital. Operador: analista.demo1.,Falso servicio,Actor desconocido,Medio,129,pagos_billetera_digital,61,Uso de cuenta repetida,Delta|CTA-DEMO-006|3958127507,SI";;;
"NEXO-147-00247,2025-04-01,14:59,Falso servicio,Media,Línea 147,GAULA Cundinamarca,Cerrado preventivo,Cierre,Camila Acosta Molina,DEMO-CC-82715672,3627236623,""Bogotá, Terminal"",Bogotá D.C.,Bogotá,Terminal,4.687804,-74.075975,""Reporte sintético de falso servicio bajo modalidad suplantación autoridad en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3308643446,La Voz,Daviplata / CTA-DEMO-017,9351299,Mensaje SMS"; Correo amenazante; Captura WhatsApp,Dato ficticio para entrenamiento. Validar patrón: alias_reutilizado. Operador: analista.demo2.,Suplantación autoridad,Sin determinar,Medio,3,alias_reutilizado,67,Reincidencia por alias,La Voz|CTA-DEMO-017|3308643446,SI;
"NEXO-147-00248,2025-04-22,19:40,Desaparición asociada,Alta,WhatsApp Institucional,GAULA Bogotá,Recibido,Coordinación operativa,Juan Martínez Acosta,DEMO-CC-91932695,3223235800,""Barrancabermeja, Barrio El Progreso"",Santander,Barrancabermeja,Barrio El Progreso,7.074175,-73.840823,""Reporte sintético de desaparición asociada bajo modalidad suplantación autoridad en Barrancabermeja. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3595582013,R-21,Nequi / CTA-DEMO-121,104108,Captura WhatsApp"; Comprobante de pago; Enlace sospechoso; Mensaje SMS,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: operador.demo2.,Suplantación autoridad,Grupo oportunista ficticio,Medio,106,pico_mensajeria_nocturna,80,Uso de cuenta repetida,R-21|CTA-DEMO-121|3595582013,SI
"NEXO-147-00249,2026-03-29,19:28,Extorsión,Crítica,WhatsApp Institucional,GAULA Atlántico,Escalado operativo,Análisis de inteligencia,Juan Peña Suárez,DEMO-CC-76677587,3692807758,""Bello, Terminal"",Antioquia,Bello,Terminal,6.328441,-75.551339,""Reporte sintético de extorsión bajo modalidad retención simulada en Bello. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3785502942,La Voz,Giro nacional / CTA-DEMO-169,72363328,Mensaje SMS"; Audio de llamada,Dato ficticio para entrenamiento. Validar patrón: alias_reutilizado. Operador: operador.demo2.,Retención simulada,Grupo oportunista ficticio,Alto,177,alias_reutilizado,100,Reincidencia por alias,La Voz|CTA-DEMO-169|3785502942,SI;;
"NEXO-147-00250,2025-07-02,00:59,Extorsión,Alta,Línea 147,GAULA Cundinamarca,Escalado operativo,Recepción,Miguel Rojas Acosta,DEMO-CC-15174343,3595750915,""Buenaventura, Sur"",Valle del Cauca,Buenaventura,Sur,3.906694,-76.998175,""Reporte sintético de extorsión bajo modalidad extorsión digital en Buenaventura. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3098635993,Alias-786,Bancolombia cuenta ahorro / CTA-DEMO-001,21495833,Comprobante de pago"; Captura WhatsApp; Audio de llamada,Dato ficticio para entrenamiento. Validar patrón: pagos_billetera_digital. Operador: operador.demo1.,Extorsión digital,Red local ficticia Alfa,Medio,178,pagos_billetera_digital,87,Uso de cuenta repetida,Alias-786|CTA-DEMO-001|3098635993,SI;
"NEXO-147-00251,2026-05-28,07:45,Extorsión,Alta,Línea 147,GAULA Bogotá,En verificación,Coordinación operativa,Felipe Moreno Molina,DEMO-CC-32333336,3661218895,""Bogotá, Occidente"",Bogotá D.C.,Bogotá,Occidente,4.728836,-74.057423,""Reporte sintético de extorsión bajo modalidad extorsión digital en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3353385192,Omega,Bancolombia cuenta ahorro / CTA-DEMO-593,817786,Número telefónico"; Correo amenazante,Dato ficticio para entrenamiento. Validar patrón: amenaza_familiar. Operador: operador.demo2.,Extorsión digital,Red local ficticia Alfa,Bajo,181,amenaza_familiar,69,Crecimiento semanal,Omega|CTA-DEMO-593|3353385192,SI;;
"NEXO-147-00252,2025-06-06,03:01,Desaparición asociada,Crítica,Línea 147,GAULA Bolívar,En verificación,Seguimiento,Felipe Castro Moreno,DEMO-CC-69008036,3554921000,""Rionegro, Barrio El Progreso"",Antioquia,Rionegro,Barrio El Progreso,6.162167,-75.354769,""Reporte sintético de desaparición asociada bajo modalidad retención simulada en Rionegro. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3718790785,El Norte,Nequi / CTA-DEMO-364,44841810,Sin evidencia inicial,Dato ficticio para entrenamiento. Validar patrón: alias_reutilizado. Operador: analista.demo1.,Retención simulada,Actor desconocido,Alto,187,alias_reutilizado,100,Reincidencia por alias,El Norte|CTA-DEMO-364|3718790785,SI";;;
"NEXO-147-00253,2025-06-05,05:09,Desaparición asociada,Crítica,WhatsApp Institucional,GAULA Cundinamarca,Asignado a unidad,Coordinación operativa,Daniel Martínez Martínez,DEMO-CC-32426039,3687401828,""Zipaquirá, Norte"",Cundinamarca,Zipaquirá,Norte,4.998811,-73.965298,""Reporte sintético de desaparición asociada bajo modalidad falso servicio en Zipaquirá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3508338205,El Norte,Bancolombia cuenta ahorro / CTA-DEMO-641,7544040,Número telefónico"; Audio de llamada; Mensaje SMS,Dato ficticio para entrenamiento. Validar patrón: alias_reutilizado. Operador: operador.demo2.,Falso servicio,Sin determinar,Alto,217,alias_reutilizado,100,Reincidencia por alias,El Norte|CTA-DEMO-641|3508338205,SI;
"NEXO-147-00254,2026-04-11,21:21,Extorsión,Media,Correo Institucional,GAULA Meta,En verificación,Cierre,Andrés Mejía Ortega,DEMO-CC-49403487,3719001735,""Bogotá, Sector Comercial"",Bogotá D.C.,Bogotá,Sector Comercial,4.678322,-74.038528,""Reporte sintético de extorsión bajo modalidad extorsión digital en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3643924219,El Norte,Cripto billetera demo / CTA-DEMO-256,0,Audio de llamada"; Enlace sospechoso; Mensaje SMS,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: director.demo.,Extorsión digital,Grupo oportunista ficticio,Medio,225,pico_mensajeria_nocturna,64,Crecimiento semanal,El Norte|CTA-DEMO-256|3643924219,SI;
"NEXO-147-00255,2026-04-02,21:10,Extorsión,Crítica,Línea 147,GAULA Bolívar,Asignado a unidad,Coordinación operativa,Camila Salazar Herrera,DEMO-CC-60644009,3185934241,""Medellín, Terminal"",Antioquia,Medellín,Terminal,6.245002,-75.564803,""Reporte sintético de extorsión bajo modalidad suplantación familiar en Medellín. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3043780745,Alias-584,Bancolombia cuenta ahorro / CTA-DEMO-481,64897056,Sin evidencia inicial,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: analista.demo1.,Suplantación familiar,Sin determinar,Crítico,83,pico_mensajeria_nocturna,100,Uso de cuenta repetida,Alias-584|CTA-DEMO-481|3043780745,SI";;;
"NEXO-147-00256,2025-03-29,22:49,Extorsión,Crítica,WhatsApp Institucional,GAULA Atlántico,En verificación,Cierre,Carolina Rojas Suárez,DEMO-CC-29372228,3325826011,""Bogotá, Norte"",Bogotá D.C.,Bogotá,Norte,4.683682,-74.070839,""Reporte sintético de extorsión bajo modalidad cobro intimidatorio en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3887403982,Alias-249,Sin cuenta reportada,54659270,Comprobante de pago"; Audio de llamada; Enlace sospechoso; Mensaje SMS,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: analista.demo1.,Cobro intimidatorio,Actor desconocido,Alto,163,pico_mensajeria_nocturna,100,Concentración geográfica,Alias-249|CTA-DEMO-004|3887403982,SI
"NEXO-147-00257,2026-03-13,22:31,Extorsión,Alta,Línea 147,GAULA Antioquia,Asignado a unidad,Cierre,Carlos López Pardo,DEMO-CC-87689486,3359888913,""Medellín, Sector Comercial"",Antioquia,Medellín,Sector Comercial,6.260739,-75.585569,""Reporte sintético de extorsión bajo modalidad amenaza por mensajería en Medellín. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3166157088,El Primo,Nequi / CTA-DEMO-011,272873,Comprobante de pago"; Correo amenazante,Dato ficticio para entrenamiento. Validar patrón: pagos_billetera_digital. Operador: operador.demo1.,Amenaza por mensajería,Célula financiera ficticia,Alto,115,pagos_billetera_digital,83,Uso de cuenta repetida,El Primo|CTA-DEMO-011|3166157088,SI;;
"NEXO-147-00258,2026-05-09,19:29,Extorsión,Crítica,WhatsApp Institucional,GAULA Atlántico,Escalado operativo,Análisis de inteligencia,Daniel Martínez Martínez,DEMO-CC-64894776,3556293024,""Cali, Barrio El Progreso"",Valle del Cauca,Cali,Barrio El Progreso,3.42642,-76.553136,""Reporte sintético de extorsión bajo modalidad extorsión digital en Cali. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3434183502,La Voz,Daviplata / CTA-DEMO-320,60171148,Enlace sospechoso"; Número telefónico,Dato ficticio para entrenamiento. Validar patrón: alias_reutilizado. Operador: operador.demo2.,Extorsión digital,Red digital ficticia Beta,Alto,134,alias_reutilizado,100,Reincidencia por alias,La Voz|CTA-DEMO-320|3434183502,SI;;
"NEXO-147-00259,2026-04-24,06:45,Extorsión,Baja,Correo Institucional,GAULA Bogotá,En verificación,Recepción,Santiago Martínez Salazar,DEMO-CC-55856486,3256559270,""Envigado, Sur"",Antioquia,Envigado,Sur,6.203787,-75.587406,""Reporte sintético de extorsión bajo modalidad extorsión digital en Envigado. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3106960950,Alias-540,Sin cuenta reportada,0,Número telefónico"; Mensaje SMS,Dato ficticio para entrenamiento. Validar patrón: sin_patron_confirmado. Operador: operador.demo2.,Extorsión digital,Red digital ficticia Beta,Medio,159,sin_patron_confirmado,38,Crecimiento semanal,Alias-540|CTA-DEMO-592|3106960950,SI;;
"NEXO-147-00260,2025-08-14,18:27,Secuestro,Crítica,Web Demo,GAULA Santander,En verificación,Recepción,Andrés Ramírez Acosta,DEMO-CC-40171963,3619774538,""Envigado, Zona Industrial"",Antioquia,Envigado,Zona Industrial,6.182894,-75.623877,""Reporte sintético de secuestro bajo modalidad retención simulada en Envigado. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3048956726,El Mensajero,Sin cuenta reportada,35831068,Comprobante de pago"; Enlace sospechoso; Número telefónico; Audio de llamada,Dato ficticio para entrenamiento. Validar patrón: pagos_billetera_digital. Operador: director.demo.,Retención simulada,Actor desconocido,Crítico,145,pagos_billetera_digital,100,Uso de cuenta repetida,El Mensajero|CTA-DEMO-003|3048956726,SI
"NEXO-147-00261,2025-01-24,11:35,Extorsión,Media,Línea 147,GAULA Bogotá,Recibido,Seguimiento,Mariana Vargas Ramírez,DEMO-CC-65025028,3697309813,""Cali, Occidente"",Valle del Cauca,Cali,Occidente,3.418907,-76.540325,""Reporte sintético de extorsión bajo modalidad cobro intimidatorio en Cali. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3403309487,Alias-177,Cuenta corresponsal / CTA-DEMO-598,2653900,Número telefónico"; Correo amenazante; Enlace sospechoso,Dato ficticio para entrenamiento. Validar patrón: pico_mensajeria_nocturna. Operador: analista.demo1.,Cobro intimidatorio,Red local ficticia Alfa,Medio,90,pico_mensajeria_nocturna,65,Uso de cuenta repetida,Alias-177|CTA-DEMO-598|3403309487,SI;
"NEXO-147-00262,2026-01-01,04:54,Amenaza,Crítica,Línea 147,GAULA Antioquia,Asignado a unidad,Seguimiento,Carlos Molina Acosta,DEMO-CC-24747466,3865367940,""Bogotá, Vereda La Esperanza"",Bogotá D.C.,Bogotá,Vereda La Esperanza,4.678758,-74.104999,""Reporte sintético de amenaza bajo modalidad retención simulada en Bogotá. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3358888763,El Norte,Nequi / CTA-DEMO-464,52294212,Captura WhatsApp"; Correo amenazante; Comprobante de pago,Dato ficticio para entrenamiento. Validar patrón: alias_reutilizado. Operador: operador.demo1.,Retención simulada,Red local ficticia Alfa,Alto,86,alias_reutilizado,100,Reincidencia por alias,El Norte|CTA-DEMO-464|3358888763,SI;
"NEXO-147-00263,2025-04-13,19:57,Extorsión,Alta,Línea 147,GAULA Atlántico,En verificación,Recepción,Valentina Acosta Salazar,DEMO-CC-26490379,3461879052,""Soledad, Norte"",Atlántico,Soledad,Norte,10.884682,-74.729377,""Reporte sintético de extorsión bajo modalidad amenaza por mensajería en Soledad. Se registran comunicaciones intimidatorias, solicitud económica y datos asociados para análisis operativo demo."",3609470818,Alias-209,Cuenta corresponsal / CTA-DEMO-005,4328436,Número telefónico"; Comprobante de pago; Correo amenazante,Dato ficticio para entrenamiento. Validar patrón: monto_bajo_repetitivo. Operador: operador.demo1.,Amenaza por mensajería,Sin determinar,Medio,95,monto_bajo_repetitivo,81,Crecimiento semanal,Alias-209|CTA-DEMO-005|3609470818,SI;
